Name,Position,Chromosome,First Author,Title,Pubmed link,Year,Journal,Trait,p-value,p-value description,Confidence Interval
rs6469804,120114010,8,Styrkarsdottir U,Multiple genetic loci for bone mineral density and fractures.,http://www.ncbi.nlm.nih.gov/pubmed/18445777?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/29/2008,N Engl J Med,Bone mineral density (spine),7.0e-15,"",[0.09-0.15] s.d. decrease
rs4870044,151901409,6,Styrkarsdottir U,Multiple genetic loci for bone mineral density and fractures.,http://www.ncbi.nlm.nih.gov/pubmed/18445777?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/29/2008,N Engl J Med,Bone mineral density (spine),2.0e-11,"",[0.08-0.14] s.d. decrease
rs1892534,65878532,1,Ridker PM,"Loci related to metabolic-syndrome pathways including LEPR,HNF1A, IL6R, and GCKR associate with plasma C-reactive protein: the Women's Genome Health Study.",http://www.ncbi.nlm.nih.gov/pubmed/18439548?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/24/2008,Am J Hum Genet,C-reactive protein,7.0e-21, ,[NR] mg/dl decrease
rs7310409,121424861,12,Ridker PM,"Loci related to metabolic-syndrome pathways including LEPR,HNF1A, IL6R, and GCKR associate with plasma C-reactive protein: the Women's Genome Health Study.",http://www.ncbi.nlm.nih.gov/pubmed/18439548?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/24/2008,Am J Hum Genet,C-reactive protein,7.0e-17, ,[NR] mg/dl decrease
rs10778213,103495151,12,Ridker PM,"Loci related to metabolic-syndrome pathways including LEPR,HNF1A, IL6R, and GCKR associate with plasma C-reactive protein: the Women's Genome Health Study.",http://www.ncbi.nlm.nih.gov/pubmed/18439548?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/24/2008,Am J Hum Genet,C-reactive protein,1.0e-10, ,[NR] mg/dl decrease
rs780094,27594741,2,Ridker PM,"Loci related to metabolic-syndrome pathways including LEPR,HNF1A, IL6R, and GCKR associate with plasma C-reactive protein: the Women's Genome Health Study.",http://www.ncbi.nlm.nih.gov/pubmed/18439548?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/24/2008,Am J Hum Genet,C-reactive protein,7.0e-15, ,[NR] mg/dl increase
rs769449,50101842,19,Ridker PM,"Loci related to metabolic-syndrome pathways including LEPR,HNF1A, IL6R, and GCKR associate with plasma C-reactive protein: the Women's Genome Health Study.",http://www.ncbi.nlm.nih.gov/pubmed/18439548?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/24/2008,Am J Hum Genet,C-reactive protein,9.0e-21, ,[NR] mg/dl decrease
rs3091244,157951289,1,Ridker PM,"Loci related to metabolic-syndrome pathways including LEPR,HNF1A, IL6R, and GCKR associate with plasma C-reactive protein: the Women's Genome Health Study.",http://www.ncbi.nlm.nih.gov/pubmed/18439548?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/24/2008,Am J Hum Genet,C-reactive protein,6.0e-28, ,[NR] mg/dl increase
rs4950928,203155882,1,Ober C,"Effect of variation in CHI3L1 on serum YKL-40 level, risk of asthma, and lung function.",http://www.ncbi.nlm.nih.gov/pubmed/18403759?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/09/2008,N Engl J Med,YKL-40 levels,1.0e-13, ,[NR] ng/ml decrease
rs6763931,142585523,3,Gudbjartsson DF,Many sequence variants affecting diversity of adult human height.,http://www.ncbi.nlm.nih.gov/pubmed/18391951?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,1.0e-27,"",[6.03-8.77] % s.d. taller
rs798544,2763102,7,Gudbjartsson DF,Many sequence variants affecting diversity of adult human height.,http://www.ncbi.nlm.nih.gov/pubmed/18391951?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,7.0e-15,"",[6.03-8.77] % s.d. taller
rs12198986,7665058,6,Gudbjartsson DF,Many sequence variants affecting diversity of adult human height.,http://www.ncbi.nlm.nih.gov/pubmed/18391951?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,2.0e-11,"",[4.84-8.76] % s.d. taller
rs11205277,148159496,1,Gudbjartsson DF,Many sequence variants affecting diversity of adult human height.,http://www.ncbi.nlm.nih.gov/pubmed/18391951?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,1.0e-10,"",[3.53-6.67] % s.d. taller
rs2274432,182287568,1,Gudbjartsson DF,Many sequence variants affecting diversity of adult human height.,http://www.ncbi.nlm.nih.gov/pubmed/18391951?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,8.0e-09,"",[3.54-7.06] % s.d. taller
rs7153027,91496975,14,Gudbjartsson DF,Many sequence variants affecting diversity of adult human height.,http://www.ncbi.nlm.nih.gov/pubmed/18391951?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,1.0e-10,"",[3.94-7.46] % s.d. taller
rs3760318,26271841,17,Gudbjartsson DF,Many sequence variants affecting diversity of adult human height.,http://www.ncbi.nlm.nih.gov/pubmed/18391951?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,2.0e-09,"",[4.04-7.96] % s.d. taller
rs4800148,20724328,18,Gudbjartsson DF,Many sequence variants affecting diversity of adult human height.,http://www.ncbi.nlm.nih.gov/pubmed/18391951?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,4.0e-09,"",[4.24-8.56] % s.d. taller
rs3748069,142809326,6,Gudbjartsson DF,Many sequence variants affecting diversity of adult human height.,http://www.ncbi.nlm.nih.gov/pubmed/18391951?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,5.0e-14,"",[5.44-9.36] % s.d. taller
rs3791679,56096892,2,Gudbjartsson DF,Many sequence variants affecting diversity of adult human height.,http://www.ncbi.nlm.nih.gov/pubmed/18391951?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,6.0e-11,"",[4.04-7.56] % s.d. taller
rs10946808,26341366,6,Gudbjartsson DF,Many sequence variants affecting diversity of adult human height.,http://www.ncbi.nlm.nih.gov/pubmed/18391951?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,6.0e-10,"",[3.84-7.36] % s.d. taller
rs1812175,145574844,4,Gudbjartsson DF,Many sequence variants affecting diversity of adult human height.,http://www.ncbi.nlm.nih.gov/pubmed/18391951?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,1.0e-11,"",[5.95-10.65] % s.d. taller
rs6830062,18017730,4,Gudbjartsson DF,Many sequence variants affecting diversity of adult human height.,http://www.ncbi.nlm.nih.gov/pubmed/18391951?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,1.0e-10,"",[4.34-8.26] % s.d. taller
rs8756,64646019,12,Gudbjartsson DF,Many sequence variants affecting diversity of adult human height.,http://www.ncbi.nlm.nih.gov/pubmed/18391951?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,2.0e-16,"",[5.03-8.17] % s.d. taller
rs6060369,33370575,20,Lettre G,Identification of ten loci associated with height highlights new biological pathways in human growth.,http://www.ncbi.nlm.nih.gov/pubmed/18391950?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,1.0e-16, ,[0.34-0.72] cm taller
rs10946808,26341366,6,Lettre G,Identification of ten loci associated with height highlights new biological pathways in human growth.,http://www.ncbi.nlm.nih.gov/pubmed/18391950?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,4.0e-17,"",[0.26-0.46] cm shorter
rs1042725,64644614,12,Lettre G,Identification of ten loci associated with height highlights new biological pathways in human growth.,http://www.ncbi.nlm.nih.gov/pubmed/18391950?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,3.0e-20, ,[0.58-1.09] cm shorter
rs724016,142588260,3,Lettre G,Identification of ten loci associated with height highlights new biological pathways in human growth.,http://www.ncbi.nlm.nih.gov/pubmed/18391950?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,8.0e-22, ,[0.29-0.45] cm taller
rs1492820,145650021,4,Lettre G,Identification of ten loci associated with height highlights new biological pathways in human growth.,http://www.ncbi.nlm.nih.gov/pubmed/18391950?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,1.0e-11, ,[0.21-0.37] cm shorter
rs8007661,91529711,14,Lettre G,Identification of ten loci associated with height highlights new biological pathways in human growth.,http://www.ncbi.nlm.nih.gov/pubmed/18391950?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,6.0e-10, ,[0.30-0.54] cm shorter
rs4896582,142745570,6,Lettre G,Identification of ten loci associated with height highlights new biological pathways in human growth.,http://www.ncbi.nlm.nih.gov/pubmed/18391950?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,2.0e-18, ,[0.28-0.48] cm shorter
rs16896068,17944840,4,Weedon MN,Genome-wide association analysis identifies 20 loci that influence adult height.,http://www.ncbi.nlm.nih.gov/pubmed/18391952?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,2.0e-13,"",[0.03-0.11] s.d. shorter - among males
rs6060373,33377622,20,Weedon MN,Genome-wide association analysis identifies 20 loci that influence adult height.,http://www.ncbi.nlm.nih.gov/pubmed/18391952?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,2.0e-17,"",[0.05-0.11] s.d. shorter - among males
rs2282978,92264410,7,Weedon MN,Genome-wide association analysis identifies 20 loci that influence adult height.,http://www.ncbi.nlm.nih.gov/pubmed/18391952?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,8.0e-23,"",[0.06-0.12] s.d. taller - among males
rs6440003,142576899,3,Weedon MN,Genome-wide association analysis identifies 20 loci that influence adult height.,http://www.ncbi.nlm.nih.gov/pubmed/18391952?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,2.0e-24,"",[0.04-0.09] s.d. taller - among males
rs3791675,56111309,2,Weedon MN,Genome-wide association analysis identifies 20 loci that influence adult height.,http://www.ncbi.nlm.nih.gov/pubmed/18391952?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,2.0e-12,"",[0.05-0.12] s.d. taller - among males
rs3116602,51111355,13,Weedon MN,Genome-wide association analysis identifies 20 loci that influence adult height.,http://www.ncbi.nlm.nih.gov/pubmed/18391952?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,7.0e-09,"",[0.00-0.07] s.d. shorter - among males
rs6854783,145643079,4,Weedon MN,Genome-wide association analysis identifies 20 loci that influence adult height.,http://www.ncbi.nlm.nih.gov/pubmed/18391952?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,2.0e-09,"",[0.03-0.08] s.d. taller - among males
rs12735613,118685496,1,Weedon MN,Genome-wide association analysis identifies 20 loci that influence adult height.,http://www.ncbi.nlm.nih.gov/pubmed/18391952?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,4.0e-11,"",[0.05-0.11] s.d. shorter - among males
rs10512248,97299524,9,Weedon MN,Genome-wide association analysis identifies 20 loci that influence adult height.,http://www.ncbi.nlm.nih.gov/pubmed/18391952?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,4.0e-11,"",[0.02-0.07] s.d. taller - among males
rs1390401,225864573,1,Weedon MN,Genome-wide association analysis identifies 20 loci that influence adult height.,http://www.ncbi.nlm.nih.gov/pubmed/18391952?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,5.0e-09,"",[0.01-0.08] s.d. taller - among males
rs11107116,92502635,12,Weedon MN,Genome-wide association analysis identifies 20 loci that influence adult height.,http://www.ncbi.nlm.nih.gov/pubmed/18391952?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,6.0e-10,"",[0.01-0.07] s.d. shorter - among males
rs4549631,126966308,6,Weedon MN,Genome-wide association analysis identifies 20 loci that influence adult height.,http://www.ncbi.nlm.nih.gov/pubmed/18391952?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,5.0e-13,"",[0.03-0.08] s.d. taller - among males
rs1042725,64644614,12,Weedon MN,Genome-wide association analysis identifies 20 loci that influence adult height.,http://www.ncbi.nlm.nih.gov/pubmed/18391952?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,3.0e-18,"",[0.03-0.08] s.d. taller - among males
rs2814993,34726871,6,Weedon MN,Genome-wide association analysis identifies 20 loci that influence adult height.,http://www.ncbi.nlm.nih.gov/pubmed/18391952?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/06/2008,Nat Genet,Height,4.0e-12,"",[0.05-0.13] s.d. taller - among males
rs2395029,31539759,6,Liu Y,A genome-wide association study of psoriasis and psoriatic arthritis identifies new disease loci.,http://www.ncbi.nlm.nih.gov/pubmed/18369459?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/04/2008,PLoS Genet,Psoriasis,2.0e-26, ,[3.10-5.30] 
rs10484554,31382534,6,Liu Y,A genome-wide association study of psoriasis and psoriatic arthritis identifies new disease loci.,http://www.ncbi.nlm.nih.gov/pubmed/18369459?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/04/2008,PLoS Genet,Psoriasis,2.0e-39, ,[2.40-3.30] 
rs8034191,76593078,15,Amos CI,Genome-wide association scan of tag SNPs identifies a susceptibility locus for lung cancer at 15q25.1.,http://www.ncbi.nlm.nih.gov/pubmed/18385676?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/03/2008,Nat Genet,Lung cancer,3.0e-18, ,[1.15-1.47] 
rs8034191,76593078,15,Hung RJ,A susceptibility locus for lung cancer maps to nicotinic acetylcholine receptor subunit genes on 15q25.,http://www.ncbi.nlm.nih.gov/pubmed/18385738?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/03/2008,Nature,Lung cancer,5.0e-20, ,[1.23-1.37] 
rs1051730,76681394,15,Thorgeirsson TE,"A variant associated with nicotine dependence, lung cancer and peripheral arterial disease.",http://www.ncbi.nlm.nih.gov/pubmed/18385739?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/03/2008,Nature,Nicotine dependence,6.0e-20, ,[0.08-0.12] increase in cigarettes per day
rs7014346,128493974,8,Tenesa A,Genome-wide association scan identifies a colorectal cancer susceptibility locus on 11q23 and replicates risk loci at 8q24 and 18q21.,http://www.ncbi.nlm.nih.gov/pubmed/18372901?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,03/30/2008,Nat Genet,Colorectal cancer,9.0e-26,"",[1.15-1.23] 
rs3802842,111171709,11,Tenesa A,Genome-wide association scan identifies a colorectal cancer susceptibility locus on 11q23 and replicates risk loci at 8q24 and 18q21.,http://www.ncbi.nlm.nih.gov/pubmed/18372901?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,03/30/2008,Nat Genet,Colorectal cancer,6.0e-10, ,[1.08-1.15] 
rs4939827,46453463,18,Tenesa A,Genome-wide association scan identifies a colorectal cancer susceptibility locus on 11q23 and replicates risk loci at 8q24 and 18q21.,http://www.ncbi.nlm.nih.gov/pubmed/18372901?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,03/30/2008,Nat Genet,Colorectal cancer,8.0e-28,"",[1.16-1.24] 
rs10795668,8741225,10,Tomlinson IP,A genome-wide association study identifies colorectal cancer susceptibility loci on chromosomes 10p14 and 8q23.3.,http://www.ncbi.nlm.nih.gov/pubmed/18372905?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,03/30/2008,Nat Genet,Colorectal cancer,3.0e-13, ,[1.10-1.16] 
rs6983267,128482487,8,Tomlinson IP,A genome-wide association study identifies colorectal cancer susceptibility loci on chromosomes 10p14 and 8q23.3.,http://www.ncbi.nlm.nih.gov/pubmed/18372905?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,03/30/2008,Nat Genet,Colorectal cancer,7.0e-11, ,[1.17-1.33] 
rs16892766,117699864,8,Tomlinson IP,A genome-wide association study identifies colorectal cancer susceptibility loci on chromosomes 10p14 and 8q23.3.,http://www.ncbi.nlm.nih.gov/pubmed/18372905?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,03/30/2008,Nat Genet,Colorectal cancer,3.0e-18, ,[1.20-1.34] 
rs7903146,114748339,10,Zeggini E,Meta-analysis of genome-wide association data and large-scale replication identifies additional susceptibility loci for type 2 diabetes.,http://www.ncbi.nlm.nih.gov/pubmed/18372903?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,03/30/2008,Nat Genet,Type 2 diabetes,3.0e-23, ,[1.28-1.47] 
rs864745,28147081,7,Zeggini E,Meta-analysis of genome-wide association data and large-scale replication identifies additional susceptibility loci for type 2 diabetes.,http://www.ncbi.nlm.nih.gov/pubmed/18372903?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,03/30/2008,Nat Genet,Type 2 diabetes,5.0e-14, ,[1.07-1.13] 
rs12779790,12368016,10,Zeggini E,Meta-analysis of genome-wide association data and large-scale replication identifies additional susceptibility loci for type 2 diabetes.,http://www.ncbi.nlm.nih.gov/pubmed/18372903?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,03/30/2008,Nat Genet,Type 2 diabetes,1.0e-10, ,[1.07-1.14] 
rs7961581,69949369,12,Zeggini E,Meta-analysis of genome-wide association data and large-scale replication identifies additional susceptibility loci for type 2 diabetes.,http://www.ncbi.nlm.nih.gov/pubmed/18372903?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,03/30/2008,Nat Genet,Type 2 diabetes,1.0e-09, ,[1.06-1.12] 
rs7578597,43586327,2,Zeggini E,Meta-analysis of genome-wide association data and large-scale replication identifies additional susceptibility loci for type 2 diabetes.,http://www.ncbi.nlm.nih.gov/pubmed/18372903?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,03/30/2008,Nat Genet,Type 2 diabetes,1.0e-09, ,[1.10-1.20] 
rs6931514,20811931,6,Zeggini E,Meta-analysis of genome-wide association data and large-scale replication identifies additional susceptibility loci for type 2 diabetes.,http://www.ncbi.nlm.nih.gov/pubmed/18372903?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,03/30/2008,Nat Genet,Type 2 diabetes,1.0e-11, ,[1.17-1.33] 
rs3134792,31420305,6,Capon F,Identification of ZNF313/RNF114 as a novel psoriasis susceptibility gene.,http://www.ncbi.nlm.nih.gov/pubmed/18364390?ordinalpos=12&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,03/25/2008,Hum Mol Genet,Psoriasis,1.0e-09, ,NR
rs7442295,9966380,4,Doring A,SLC2A9 influences uric acid concentrations with pronounced sex-specific effects.,http://www.ncbi.nlm.nih.gov/pubmed/18327256?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,03/09/2008,Nat Genet,Urate levels,3.0e-70, ,[NR] mg/dl decrease in uric acid
